id,roomid,parentid,created_time,type,content,username,useraddress
6692,3177,\N,"2014-10-24 09:11:48","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49353"
6693,3175,\N,"2014-10-24 09:11:48","presence","leave","VirtualCarolyn","128.2.220.118:49351"
6694,3177,\N,"2014-10-24 09:11:58","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49353"
6695,3177,\N,"2014-10-24 09:12:15","presence","join","gtreddy81","122.252.246.176:50215"
6696,3177,\N,"2014-10-24 09:12:20","text","Hi I am Bejoy.","bejoyc4","49.205.240.100:65345"
6697,3175,\N,"2014-10-24 09:12:31","presence","leave","ceciliavasquez","67.83.46.156:36094"
6698,3177,\N,"2014-10-24 09:12:56","text","hi am G T Reddy from india","gtreddy81","122.252.246.176:50215"
6699,3180,\N,"2014-10-24 09:13:07","presence","join","VirtualCarolyn","128.2.220.118:49355"
6700,3177,\N,"2014-10-24 09:13:13","text","So Am I. I am from Hyderabad.","bejoyc4","49.205.240.100:65345"
6701,3177,\N,"2014-10-24 09:13:35","ready","ready","bejoyc4","49.205.240.100:65345"
6702,3177,\N,"2014-10-24 09:13:36","text","Looks like we're ready.","VirtualCarolyn","128.2.220.118:49353"
6703,3177,\N,"2014-10-24 09:13:38","ready","global unready","VirtualCarolyn","128.2.220.118:49353"
6704,3177,\N,"2014-10-24 09:13:40","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49353"
6705,3177,\N,"2014-10-24 09:13:41","text","thats good. Am from Chittoor.. hat do u do","gtreddy81","122.252.246.176:50215"
6706,3177,\N,"2014-10-24 09:13:46","ready","global unready","VirtualCarolyn","128.2.220.118:49353"
6707,3177,\N,"2014-10-24 09:13:46","ready","ready","gtreddy81","122.252.246.176:50215"
6708,3177,\N,"2014-10-24 09:13:48","private","Hang on until everyone is ready, gtreddy81.","VirtualCarolyn","128.2.220.118:49353"
6709,3177,\N,"2014-10-24 09:13:50","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49353"
6710,3180,\N,"2014-10-24 09:14:06","presence","join","JosephIgnace","187.147.109.199:49410"
6711,3180,\N,"2014-10-24 09:14:09","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49355"
6712,3180,\N,"2014-10-24 09:14:19","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49355"
6713,3172,\N,"2014-10-24 09:15:06","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49349"
6714,3177,\N,"2014-10-24 09:15:41","text","Well i want to do research in Data Mining and from wht I have heard from the videos, I think this course may b a help for me in understanding how to use analytical tools","gtreddy81","122.252.246.176:50215"
6715,3177,\N,"2014-10-24 09:15:47","text","So do you know of any free Analytics software.","bejoyc4","49.205.240.100:65345"
6716,3177,\N,"2014-10-24 09:15:52","text","what do u find interesting","gtreddy81","122.252.246.176:50215"
6717,3177,\N,"2014-10-24 09:16:05","text","I used &quot;R&quot; before.","bejoyc4","49.205.240.100:65345"
6718,3177,\N,"2014-10-24 09:16:05","text","i have used weka and spss","gtreddy81","122.252.246.176:50215"
6719,3177,\N,"2014-10-24 09:16:11","text","mm","gtreddy81","122.252.246.176:50215"
6720,3177,\N,"2014-10-24 09:16:18","text","what do u do","gtreddy81","122.252.246.176:50215"
6721,3177,\N,"2014-10-24 09:16:26","text","But its too complicated and have a lot of COding to be done.","bejoyc4","49.205.240.100:65345"
6722,3177,\N,"2014-10-24 09:16:47","text","yes i too heard about R but dint used it","gtreddy81","122.252.246.176:50215"
6723,3172,\N,"2014-10-24 09:17:10","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49349"
6724,3172,\N,"2014-10-24 09:17:18","presence","leave","VirtualCarolyn","128.2.220.118:49349"
6725,3180,\N,"2014-10-24 09:18:03","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49355"
6726,3180,\N,"2014-10-24 09:18:47","text","Hi","JosephIgnace","187.147.109.199:49410"
6727,3180,\N,"2014-10-24 09:19:21","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49355"
6728,3180,\N,"2014-10-24 09:19:27","ready","global unready","VirtualCarolyn","128.2.220.118:49355"
6729,3180,\N,"2014-10-24 09:19:29","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:49355"
6730,3177,\N,"2014-10-24 09:19:44","text","We're going to have to move on soon.","VirtualCarolyn","128.2.220.118:49353"
6731,3177,\N,"2014-10-24 09:19:52","text","Ok..","bejoyc4","49.205.240.100:65345"
6732,3177,\N,"2014-10-24 09:19:54","ready","ready","bejoyc4","49.205.240.100:65345"
6733,3177,\N,"2014-10-24 09:19:54","text","Looks like we're ready.","VirtualCarolyn","128.2.220.118:49353"
6734,3177,\N,"2014-10-24 09:19:56","ready","global unready","VirtualCarolyn","128.2.220.118:49353"
6735,3177,\N,"2014-10-24 09:19:58","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:49353"
6736,3177,\N,"2014-10-24 09:20:10","ready","global unready","VirtualCarolyn","128.2.220.118:49353"
6737,3177,\N,"2014-10-24 09:20:12","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:49353"
6738,3177,\N,"2014-10-24 09:21:28","text","We have found R to be a great tool useful for analytics.","bejoyc4","49.205.240.100:65345"
6739,3177,\N,"2014-10-24 09:21:53","text","ohkk","gtreddy81","122.252.246.176:50215"
6740,3177,\N,"2014-10-24 09:22:07","text","But do you know of any Open Source software other than Pentaho for Data Cleansing&#x2F;Integration.","bejoyc4","49.205.240.100:65345"
6741,3177,\N,"2014-10-24 09:22:31","text","have u used any other tools hat we are going to use in this course?","gtreddy81","122.252.246.176:50215"
6742,3177,\N,"2014-10-24 09:23:33","text","r u there in prosolo?","gtreddy81","122.252.246.176:50215"
6743,3180,\N,"2014-10-24 09:25:27","text","It's nearly time to proceed - please finish discussing this one.","VirtualCarolyn","128.2.220.118:49355"
6744,3177,\N,"2014-10-24 09:26:10","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49353"
6745,3177,\N,"2014-10-24 09:26:27","ready","ready","bejoyc4","49.205.240.100:65345"
6746,3177,\N,"2014-10-24 09:26:28","private","Thanks, bejoyc4. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49353"
6747,3177,\N,"2014-10-24 09:26:29","text","No..Not yet..","bejoyc4","49.205.240.100:65345"
6748,3180,\N,"2014-10-24 09:27:29","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:49355"
6749,3180,\N,"2014-10-24 09:27:41","ready","global unready","VirtualCarolyn","128.2.220.118:49355"
6750,3180,\N,"2014-10-24 09:27:43","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49355"
6751,3177,\N,"2014-10-24 09:27:55","text","ok nice to meet you boss","gtreddy81","122.252.246.176:50215"
6752,3177,\N,"2014-10-24 09:28:05","text","have a gud time ","gtreddy81","122.252.246.176:50215"
6753,3177,\N,"2014-10-24 09:28:12","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:49353"
6754,3177,\N,"2014-10-24 09:28:20","ready","global unready","VirtualCarolyn","128.2.220.118:49353"
6755,3177,\N,"2014-10-24 09:28:22","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:49353"
6756,3177,\N,"2014-10-24 09:31:54","ready","ready","gtreddy81","122.252.246.176:50215"
6757,3177,\N,"2014-10-24 09:31:54","private","Hang on until everyone is ready, gtreddy81.","VirtualCarolyn","128.2.220.118:49353"
6758,3180,\N,"2014-10-24 09:33:41","text","It's nearly time to proceed - please finish discussing this one.","VirtualCarolyn","128.2.220.118:49355"
6759,3177,\N,"2014-10-24 09:34:18","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49353"
6760,3177,\N,"2014-10-24 09:35:38","ready","unready","gtreddy81","122.252.246.176:50215"
6761,3177,\N,"2014-10-24 09:35:40","text","ready","gtreddy81","122.252.246.176:50215"
6762,3177,\N,"2014-10-24 09:35:40","private","Hang on until everyone is ready, gtreddy81.","VirtualCarolyn","128.2.220.118:49353"
6763,3180,\N,"2014-10-24 09:35:43","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:49355"
6764,3180,\N,"2014-10-24 09:35:51","ready","global unready","VirtualCarolyn","128.2.220.118:49355"
6765,3180,\N,"2014-10-24 09:35:53","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49355"
6766,3180,\N,"2014-10-24 09:36:04","ready","ready","JosephIgnace","187.147.109.199:49410"
6767,3180,\N,"2014-10-24 09:36:05","ready","global unready","VirtualCarolyn","128.2.220.118:49355"
6768,3180,\N,"2014-10-24 09:36:07","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49355"
6769,3180,\N,"2014-10-24 09:36:17","presence","leave","VirtualCarolyn","128.2.220.118:49355"
6770,3177,\N,"2014-10-24 09:36:22","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49353"
6771,3177,\N,"2014-10-24 09:36:31","presence","leave","VirtualCarolyn","128.2.220.118:49353"
6772,3180,\N,"2014-10-24 09:36:32","presence","leave","JosephIgnace","187.147.109.199:49410"
6773,3177,\N,"2014-10-24 09:37:02","presence","leave","gtreddy81","122.252.246.176:50215"
6774,3177,\N,"2014-10-24 09:39:38","presence","leave","bejoyc4","49.205.240.100:65345"
6775,3182,\N,"2014-10-24 10:09:23","presence","join","VirtualCarolyn","128.2.220.118:49363"
6776,3182,\N,"2014-10-24 10:09:36","presence","join","MatthiasMelcher","91.47.96.162:51249"
6777,3182,\N,"2014-10-24 10:09:40","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49363"
6778,3182,\N,"2014-10-24 10:09:50","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49363"
6779,3182,\N,"2014-10-24 10:09:51","presence","join","Anuj","115.118.55.229:52082"
6780,3182,\N,"2014-10-24 10:10:50","text","Hi, I am an employee of the computer center&#x2F; e-learning center of the University of Heidelberg, Germany","MatthiasMelcher","91.47.96.162:51249"
6781,3182,\N,"2014-10-24 10:11:24","text","Hi , I am Anuj from India . Currently new to the field of Analytics. Currently working as a consultant with Govt of India.","Anuj","115.118.55.229:52082"
6782,3182,\N,"2014-10-24 10:11:32","ready","ready","Anuj","115.118.55.229:52082"
6783,3182,\N,"2014-10-24 10:11:32","private","Thanks, Anuj. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49363"
6784,3182,\N,"2014-10-24 10:11:46","text","I am also new to Analytics. ","MatthiasMelcher","91.47.96.162:51249"
6785,3182,\N,"2014-10-24 10:12:37","text","What else do you want to know?","MatthiasMelcher","91.47.96.162:51249"
6786,3182,\N,"2014-10-24 10:12:57","text","I am male, 61, originally a mathematician.","MatthiasMelcher","91.47.96.162:51249"
6787,3182,\N,"2014-10-24 10:13:12","text","I am male 31 ..an MBA","Anuj","115.118.55.229:52082"
6788,3182,\N,"2014-10-24 10:13:20","text","and Engineering Graduate","Anuj","115.118.55.229:52082"
6789,3182,\N,"2014-10-24 10:13:34","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49363"
6790,3182,\N,"2014-10-24 10:13:55","text","Ok should we press &quot;We&#39;re ready&quot;?","MatthiasMelcher","91.47.96.162:51249"
6791,3182,\N,"2014-10-24 10:14:02","text","already done that","Anuj","115.118.55.229:52082"
6792,3182,\N,"2014-10-24 10:14:05","ready","ready","MatthiasMelcher","91.47.96.162:51249"
6793,3182,\N,"2014-10-24 10:14:06","ready","global unready","VirtualCarolyn","128.2.220.118:49363"
6794,3182,\N,"2014-10-24 10:14:08","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49363"
6795,3182,\N,"2014-10-24 10:14:14","ready","global unready","VirtualCarolyn","128.2.220.118:49363"
6796,3182,\N,"2014-10-24 10:14:16","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49363"
6797,3182,\N,"2014-10-24 10:14:28","ready","ready","MatthiasMelcher","91.47.96.162:51249"
6798,3182,\N,"2014-10-24 10:14:28","private","Thanks, MatthiasMelcher. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49363"
6799,3182,\N,"2014-10-24 10:14:36","text","guess these were very basic videos","Anuj","115.118.55.229:52082"
6800,3182,\N,"2014-10-24 10:14:42","text","nothing much to learn","Anuj","115.118.55.229:52082"
6801,3182,\N,"2014-10-24 10:14:52","text","just downloaded the tool Tableau","Anuj","115.118.55.229:52082"
6802,3182,\N,"2014-10-24 10:15:09","text","and the Doc where we have to find some more tools","Anuj","115.118.55.229:52082"
6803,3182,\N,"2014-10-24 10:15:23","text","what about you ?","Anuj","115.118.55.229:52082"
6804,3182,\N,"2014-10-24 10:16:00","text","(I am slow)","MatthiasMelcher","91.47.96.162:51249"
6805,3182,\N,"2014-10-24 10:16:19","text","Well, I found the videos also quite general.","MatthiasMelcher","91.47.96.162:51249"
6806,3182,\N,"2014-10-24 10:17:00","text","I did not even grasp where the general tools end and the LA tools start.","MatthiasMelcher","91.47.96.162:51249"
6807,3182,\N,"2014-10-24 10:17:37","text","Tableau seems to be very general. But it&#39;s only the first week, and this is probably fine.","MatthiasMelcher","91.47.96.162:51249"
6808,3182,\N,"2014-10-24 10:17:48","text","I agree with you ..the quality of Video and the content  is not good.","Anuj","115.118.55.229:52082"
6809,3182,\N,"2014-10-24 10:18:32","text","true ..I checked the Hangout session and there they said thats its the first week and hence nothing much to do ..just to aquaint urself with the tool and the term analytics","Anuj","115.118.55.229:52082"
6810,3182,\N,"2014-10-24 10:19:03","text","Maybe &quot;general&quot; was the wrong word for my impression. I did not want to speak of low quality.","MatthiasMelcher","91.47.96.162:51249"
6811,3182,\N,"2014-10-24 10:20:05","text","I was more challenged with the assignment -- to research any LA tools -- without knowing what LA tools are.","MatthiasMelcher","91.47.96.162:51249"
6812,3182,\N,"2014-10-24 10:20:14","text","Okay, let's get ready to finish up the discussion.","VirtualCarolyn","128.2.220.118:49363"
6813,3182,\N,"2014-10-24 10:20:41","text","(Virtual Carolyn is a strict nanny :-)","MatthiasMelcher","91.47.96.162:51249"
6814,3182,\N,"2014-10-24 10:20:42","text","I am not sure ...how the next 8 weeks are going to be ...but I have taken other MOOCs as well and I found this first weeks video not greatly organized ..looks like ethey are experimenting ","Anuj","115.118.55.229:52082"
6815,3182,\N,"2014-10-24 10:20:50","text","True :-)","Anuj","115.118.55.229:52082"
6816,3182,\N,"2014-10-24 10:21:13","text","Big Data Tools: Green Plum, Hadoop (Basic), MADlib \
Programming&#x2F;Scripting: R, VBA, PCGive, PGSQL, MS SQL, EViews, Matlab, Oxmetrics \
Visualization Tools: Tableau, Shiny, R Charts, I Charts, Excel Charts ","Anuj","115.118.55.229:52082"
6817,3182,\N,"2014-10-24 10:21:24","text","EXperimenting maybe fun!","MatthiasMelcher","91.47.96.162:51249"
6818,3182,\N,"2014-10-24 10:21:38","text","Woww, you found a lot!","MatthiasMelcher","91.47.96.162:51249"
6819,3182,\N,"2014-10-24 10:21:44","text","just found some of these tool from some known analytics CV","Anuj","115.118.55.229:52082"
6820,3182,\N,"2014-10-24 10:22:02","text","you may search them on i-net for details","Anuj","115.118.55.229:52082"
6821,3182,\N,"2014-10-24 10:22:16","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:49363"
6822,3182,\N,"2014-10-24 10:22:29","ready","global unready","VirtualCarolyn","128.2.220.118:49363"
6823,3182,\N,"2014-10-24 10:22:31","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:49363"
6824,3182,\N,"2014-10-24 10:23:11","text","Are we ready?","MatthiasMelcher","91.47.96.162:51249"
6825,3182,\N,"2014-10-24 10:23:16","ready","ready","Anuj","115.118.55.229:52082"
6826,3182,\N,"2014-10-24 10:23:17","private","Hang on until everyone is ready, Anuj.","VirtualCarolyn","128.2.220.118:49363"
6827,3182,\N,"2014-10-24 10:23:21","text","yes","Anuj","115.118.55.229:52082"
6828,3182,\N,"2014-10-24 10:23:24","ready","ready","MatthiasMelcher","91.47.96.162:51249"
6829,3182,\N,"2014-10-24 10:23:24","text","Okay, everyone. Let's move on...","VirtualCarolyn","128.2.220.118:49363"
6830,3182,\N,"2014-10-24 10:23:26","ready","global unready","VirtualCarolyn","128.2.220.118:49363"
6831,3182,\N,"2014-10-24 10:23:28","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:49363"
6832,3182,\N,"2014-10-24 10:23:36","ready","global unready","VirtualCarolyn","128.2.220.118:49363"
6833,3182,\N,"2014-10-24 10:23:38","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:49363"
6834,3182,\N,"2014-10-24 10:24:17","text","Looks like a new experiment ..in MOOCS..but ya its different","Anuj","115.118.55.229:52082"
6835,3182,\N,"2014-10-24 10:24:48","text","I was apprehensive initially ...but now after this discussion ..I am kind a liking it","Anuj","115.118.55.229:52082"
6836,3182,\N,"2014-10-24 10:25:10","text","(I missed Carolyn&#39;s ssecond-last statement)","MatthiasMelcher","91.47.96.162:51249"
6837,3182,\N,"2014-10-24 10:25:21","text","I like the experiment.","MatthiasMelcher","91.47.96.162:51249"
6838,3182,\N,"2014-10-24 10:25:36","text","I come from the cMOOC corner.","MatthiasMelcher","91.47.96.162:51249"
6839,3182,\N,"2014-10-24 10:25:39","text","me too..at least I have someone with whom I can share my thoughts","Anuj","115.118.55.229:52082"
6840,3182,\N,"2014-10-24 10:26:03","text","So every element of c within xMOOC is welcome.","MatthiasMelcher","91.47.96.162:51249"
6841,3182,\N,"2014-10-24 10:26:15","text",":-)","Anuj","115.118.55.229:52082"
6842,3182,\N,"2014-10-24 10:26:27","ready","ready","Anuj","115.118.55.229:52082"
6843,3182,\N,"2014-10-24 10:26:29","private","Thanks, Anuj. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49363"
6844,3182,\N,"2014-10-24 10:26:48","text","I still haven&#39;t got exactly which parts belong to the red pill and which to the blue one.","MatthiasMelcher","91.47.96.162:51249"
6845,3182,\N,"2014-10-24 10:27:00","text","But I hope I will learn.","MatthiasMelcher","91.47.96.162:51249"
6846,3182,\N,"2014-10-24 10:27:24","text","Thats what i am also hoping in the coming weeks","Anuj","115.118.55.229:52082"
6847,3182,\N,"2014-10-24 10:27:40","text","I also have the secret hope that LA will unearth style differences.","MatthiasMelcher","91.47.96.162:51249"
6848,3182,\N,"2014-10-24 10:28:04","text","yup","Anuj","115.118.55.229:52082"
6849,3182,\N,"2014-10-24 10:28:33","text","For example, I have big problems with quick synchronous channels and prefer slow blogging. I wonder if they will notice this from my choice behavior?","MatthiasMelcher","91.47.96.162:51249"
6850,3182,\N,"2014-10-24 10:29:25","text","For me with English as a Foreign language, sync is challenging. Probably Idia is ore used to English?","MatthiasMelcher","91.47.96.162:51249"
6851,3182,\N,"2014-10-24 10:29:29","text","I don&#39;t think that would be an issue","Anuj","115.118.55.229:52082"
6852,3182,\N,"2014-10-24 10:29:35","text","Okay, let's get ready to finish up the discussion.","VirtualCarolyn","128.2.220.118:49363"
6853,3182,\N,"2014-10-24 10:29:42","ready","ready","MatthiasMelcher","91.47.96.162:51249"
6854,3182,\N,"2014-10-24 10:29:43","text","Looks like we're ready.","VirtualCarolyn","128.2.220.118:49363"
6855,3182,\N,"2014-10-24 10:29:45","ready","global unready","VirtualCarolyn","128.2.220.118:49363"
6856,3182,\N,"2014-10-24 10:29:47","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49363"
6857,3182,\N,"2014-10-24 10:29:55","presence","leave","VirtualCarolyn","128.2.220.118:49363"
6858,3182,\N,"2014-10-24 10:30:25","presence","leave","Anuj","115.118.55.229:52082"
6859,3182,\N,"2014-10-24 10:30:29","text","Ok I definitely don&#39;t like this hurry hurry tool!","MatthiasMelcher","91.47.96.162:51249"
6860,3103,\N,"2014-10-24 10:31:20","presence","leave","RobertIsaev","62.192.247.132:52915"
6861,3182,\N,"2014-10-24 10:31:57","presence","leave","MatthiasMelcher","91.47.96.162:51249"
6862,3182,\N,"2014-10-24 11:01:27","presence","join","VirtualCarolyn","128.2.220.118:49365"
6863,3182,\N,"2014-10-24 11:01:44","presence","join","jmtorrecilla","85.219.107.66:50536"
6864,3182,\N,"2014-10-24 11:01:45","presence","leave","VirtualCarolyn","128.2.220.118:49365"
6865,3182,\N,"2014-10-24 11:02:07","text","Hi!","jmtorrecilla","85.219.107.66:50536"
6866,3182,\N,"2014-10-24 11:05:20","presence","join","n8plus8","63.116.247.13:4835"
6867,3182,\N,"2014-10-24 11:07:21","presence","leave","n8plus8","63.116.247.13:4835"
6868,3188,\N,"2014-10-24 11:15:02","presence","join","VirtualCarolyn","128.2.220.118:49368"
6869,3188,\N,"2014-10-24 11:15:44","presence","join","Rob","134.39.179.69:56448"
6870,3188,\N,"2014-10-24 11:15:48","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49368"
6871,3188,\N,"2014-10-24 11:15:58","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49368"
6872,3188,\N,"2014-10-24 11:16:35","presence","join","CKS010","87.113.254.138:57338"
6873,3188,\N,"2014-10-24 11:17:12","text","Hi My name is Rob and i live in Spokane WA.  I currently work as the data compliance manager for a federal grant. I am looking forward to continuing my study in data analytics.","Rob","134.39.179.69:56448"
6874,3182,\N,"2014-10-24 11:18:14","presence","leave","jmtorrecilla","85.219.107.66:50536"
6875,3188,\N,"2014-10-24 11:18:44","text","Hi I&#39;m Chris, I&#39;m a researcher in civil engineering trying to understand certain types of soil response to moving loads. I&#39;m hoping to be able to make more use of large quantities of data from what this course will teach!","CKS010","87.113.254.138:57338"
6876,3191,\N,"2014-10-24 11:18:57","presence","join","VirtualCarolyn","128.2.220.118:49370"
6877,3188,\N,"2014-10-24 11:19:42","text","It's nearly time to proceed - please finish discussing this one.","VirtualCarolyn","128.2.220.118:49368"
6878,3188,\N,"2014-10-24 11:20:19","text","I looked into a good recommendation for a data visualization app I got from this class and am kind of hooked on QLIK","Rob","134.39.179.69:56448"
6879,3188,\N,"2014-10-24 11:20:53","ready","ready","Rob","134.39.179.69:56448"
6880,3188,\N,"2014-10-24 11:20:54","text","Onward!","VirtualCarolyn","128.2.220.118:49368"
6881,3188,\N,"2014-10-24 11:20:56","ready","global unready","VirtualCarolyn","128.2.220.118:49368"
6882,3188,\N,"2014-10-24 11:20:58","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49368"
6883,3188,\N,"2014-10-24 11:21:54","text","So far nothing earth shattering. I came into the course excited about the concept and look forward to future discussions","Rob","134.39.179.69:56448"
6884,3188,\N,"2014-10-24 11:21:54","text","I&#39;m kinda new to all the latest generation of data visualisation but I do like visualisations of connectivity, it shows interrelations often you would miss","CKS010","87.113.254.138:57338"
6885,3188,\N,"2014-10-24 11:22:20","text","I agree. We have so much data available but the key is how to make it usefull","Rob","134.39.179.69:56448"
6886,3188,\N,"2014-10-24 11:22:53","text","yeah I feel the same. I think having some time to play around with the different pieces of software will probably bring about more revelations on the capabilities.","CKS010","87.113.254.138:57338"
6887,3188,\N,"2014-10-24 11:23:44","text","I attended a data analytic camp down in SD California last year and was exposed to R. That is also a usefull tool ","Rob","134.39.179.69:56448"
6888,3188,\N,"2014-10-24 11:23:54","ready","ready","Rob","134.39.179.69:56448"
6889,3188,\N,"2014-10-24 11:24:37","text","Yeah I think R is a really good tool. Particularly like how you can share add-on modules.","CKS010","87.113.254.138:57338"
6890,3188,\N,"2014-10-24 11:25:54","text","I agree","Rob","134.39.179.69:56448"
6891,3188,\N,"2014-10-24 11:26:06","text","I&#39;m not quite skillful enough with R to do any good visual representations of data though - I&#39;m sure something I can pick up with time","CKS010","87.113.254.138:57338"
6892,3188,\N,"2014-10-24 11:27:38","text","Its not bad and you can get some good training in Lynda.com or a couple of MOOCS out there","Rob","134.39.179.69:56448"
6893,3188,\N,"2014-10-24 11:27:45","ready","unready","Rob","134.39.179.69:56448"
6894,3188,\N,"2014-10-24 11:27:46","ready","ready","Rob","134.39.179.69:56448"
6895,3188,\N,"2014-10-24 11:28:51","text","If I&#39;m struggling I usually google the term but probably something a bit more structured would help with fluency!","CKS010","87.113.254.138:57338"
6896,3188,\N,"2014-10-24 11:29:12","ready","ready","CKS010","87.113.254.138:57338"
6897,3188,\N,"2014-10-24 11:30:30","text","have you read any of the additional readings. I am reading the one they posted Educational Data Mining and Learning Analytic s. It is an interesting read","Rob","134.39.179.69:56448"
6898,3192,\N,"2014-10-24 11:30:47","presence","join","VirtualCarolyn","128.2.220.118:49372"
6899,3192,\N,"2014-10-24 11:31:00","presence","join","abraham","193.146.228.26:47501"
6900,3192,\N,"2014-10-24 11:31:03","presence","join","Xiaojing","129.74.243.77:49724"
6901,3192,\N,"2014-10-24 11:31:05","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49372"
6902,3192,\N,"2014-10-24 11:31:15","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49372"
6903,3188,\N,"2014-10-24 11:32:20","text","I haven&#39;t seen that one - I&#39;m trying to follow the course through the edX platform but currently it&#39;s a little confusing to find resources","CKS010","87.113.254.138:57338"
6904,3192,\N,"2014-10-24 11:32:20","text","Good morning. My name is Xiaojing Duan and I work as an edX platform lead developer at the University of Notre Dame.","Xiaojing","129.74.243.77:49724"
6905,3192,\N,"2014-10-24 11:32:24","ready","ready","Xiaojing","129.74.243.77:49724"
6906,3192,\N,"2014-10-24 11:32:27","private","Thanks, Xiaojing. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49372"
6907,3188,\N,"2014-10-24 11:32:59","ready","unready","CKS010","87.113.254.138:57338"
6908,3188,\N,"2014-10-24 11:32:59","ready","ready","CKS010","87.113.254.138:57338"
6909,3188,\N,"2014-10-24 11:33:08","text","I agree. I think the key is week 1 does not appear to have graded requirements  and that appears to be hanging people up. ","Rob","134.39.179.69:56448"
